order_id,datetime,product_name,quantity,price
22,2019-08-03 17:52:00,Dupiaza - Lamb,1,8.95
22,2019-08-03 17:52:00,Lemon Rice,1,3.95
22,2019-08-03 17:52:00,Methi - Lamb,1,8.95
22,2019-08-03 17:52:00,Pilau Rice,1,2.95
22,2019-08-03 17:52:00,Garlic Naan,1,2.95
22,2019-08-03 17:52:00,Onion Bhajee,1,3.95
22,2019-08-03 17:52:00,Spicy Papadum,1,0.8
23,2019-08-03 17:18:00,Plain Naan,1,2.6
23,2019-08-03 17:18:00,Pilau Rice,1,2.95
23,2019-08-03 17:18:00,Chicken Tikka Masala,1,8.95
23,2019-08-03 17:18:00,Bhuna - Lamb,1,8.95
23,2019-08-03 17:18:00,Plain Papadum,2,0.8
24,2019-08-03 16:21:00,Lamb Biryani,1,9.95
24,2019-08-03 16:21:00,Plain Naan,2,2.6
25,2019-08-02 20:23:00,Lamb Tikka,1,4.95
25,2019-08-02 20:23:00,Onion Bhajee,1,3.95
25,2019-08-02 20:23:00,Saag Paneer,1,5.95
25,2019-08-02 20:23:00,Chicken Tikka Masala,1,8.95
25,2019-08-02 20:23:00,Keema Rice,1,3.95
25,2019-08-02 20:23:00,Rogon - Lamb,1,8.95
25,2019-08-02 20:23:00,Chicken Tikka Karahi,1,9.95
25,2019-08-02 20:23:00,Pilau Rice,1,2.95
25,2019-08-02 20:23:00,Bombay Aloo,1,5.95
26,2019-08-02 20:18:00,Onion Bhajee,1,3.95
26,2019-08-02 20:18:00,French Fries,1,3.95
26,2019-08-02 20:18:00,Chicken Tikka Masala,1,8.95
26,2019-08-02 20:18:00,Korma - Chicken,1,8.95
26,2019-08-02 20:18:00,Plain Naan,1,2.6
26,2019-08-02 20:18:00,Pilau Rice,1,2.95
27,2019-08-02 19:33:00,Aloo Chaat,1,4.95
27,2019-08-02 19:33:00,Chicken Tikka Masala,1,8.95
27,2019-08-02 19:33:00,Garlic Naan,1,2.95
27,2019-08-02 19:33:00,Pilau Rice,1,2.95
27,2019-08-02 19:33:00,Bhuna - Chicken,1,8.95
28,2019-08-02 19:19:00,Plain Papadum,3,0.8
28,2019-08-02 19:19:00,Lemon Rice,1,3.95
28,2019-08-02 19:19:00,Lamb Mysore,1,9.95
28,2019-08-02 19:19:00,Dhansak - Chicken,1,8.95
28,2019-08-02 19:19:00,Chapati,1,1.95
29,2019-08-02 19:14:00,Lamb Biryani,2,9.95
29,2019-08-02 19:14:00,Peshwari Naan,1,2.95
30,2019-08-02 18:41:00,Onion Bhajee,1,3.95
30,2019-08-02 18:41:00,Aloo Gobi,1,5.95
30,2019-08-02 18:41:00,Chicken Biryani,1,9.95
30,2019-08-02 18:41:00,Madras - Chicken,1,7.95
30,2019-08-02 18:41:00,Korma - Chicken,1,8.95
30,2019-08-02 18:41:00,Chicken Balti,1,9.95
30,2019-08-02 18:41:00,Chicken Tikka Chilli Masala,1,8.95
30,2019-08-02 18:41:00,Lal Mirch Chicken,1,9.95
30,2019-08-02 18:41:00,Korma - Prawn,1,9.95
30,2019-08-02 18:41:00,Korma - King Prawn,1,12.95
30,2019-08-02 18:41:00,Plain Rice,1,2.95
30,2019-08-02 18:41:00,Mushroom Rice,2,3.95
30,2019-08-02 18:41:00,Garlic Naan,1,2.95
30,2019-08-02 18:41:00,Keema Naan,1,2.95
30,2019-08-02 18:41:00,Peshwari Naan,1,2.95
30,2019-08-02 18:41:00,Plain Papadum,10,0.8
30,2019-08-02 18:41:00,Spicy Papadum,2,0.8
30,2019-08-02 18:41:00,Mango Chutney,2,0.5
30,2019-08-02 18:41:00,Onion Chutney,6,0.5
30,2019-08-02 18:41:00,Red Sauce,4,0.5
30,2019-08-02 18:41:00,Mint Sauce,2,0.5
31,2019-08-02 18:18:00,Vindaloo - Chicken,1,7.95
31,2019-08-02 18:18:00,Madras - Chicken Tikka,1,7.95
31,2019-08-02 18:18:00,Plain Rice,2,2.95
31,2019-08-02 18:18:00,Plain Naan,2,2.6
31,2019-08-02 18:18:00,Madras - Chicken,1,7.95
31,2019-08-02 18:18:00,Plain Papadum,4,0.8
31,2019-08-02 18:18:00,Bombay Aloo,1,5.95
32,2019-08-02 17:57:00,Chicken Tikka Jalfrezi,1,8.95
32,2019-08-02 17:57:00,Pilau Rice,1,2.95
32,2019-08-02 17:57:00,Plain Papadum,2,0.8
32,2019-08-02 17:57:00,Spicy Papadum,1,0.8
32,2019-08-02 17:57:00,Vindaloo Sauce,1,3.95
33,2019-08-02 17:43:00,Onion Bhajee,1,3.95
33,2019-08-02 17:43:00,Mango Chutney,1,0.5
33,2019-08-02 17:43:00,Meat Samosa,1,3.95
33,2019-08-02 17:43:00,Chicken Pakora,1,5.95
33,2019-08-02 17:43:00,Lamb Biryani,1,9.95
33,2019-08-02 17:43:00,Chicken Biryani,1,9.95
33,2019-08-02 17:43:00,Chicken Tikka Biryani,1,10.95
33,2019-08-02 17:43:00,Aloo Gobi,1,5.95
34,2019-08-02 17:26:00,Chicken Tikka Jalfrezi,1,8.95
34,2019-08-02 17:26:00,Bombay Aloo,1,5.95
34,2019-08-02 17:26:00,Chana Masala,1,5.95
34,2019-08-02 17:26:00,Dupiaza - Chicken,1,8.95
34,2019-08-02 17:26:00,Keema Naan,1,2.95
34,2019-08-02 17:26:00,Pilau Rice,1,2.95
34,2019-08-02 17:26:00,Mushroom Rice,1,3.95
35,2019-08-02 14:11:00,Muttar Paneer,1,5.95
35,2019-08-02 14:11:00,Garlic Naan,1,2.95
35,2019-08-02 14:11:00,Mushroom Rice,1,3.95
35,2019-08-02 14:11:00,Plain Naan,1,2.6
36,2019-08-02 11:35:00,Chicken Tikka (Main),2,8.95
36,2019-08-02 11:35:00,Tandoori Mixed Grill,1,11.95
36,2019-08-02 11:35:00,Chicken Tikka Masala,1,8.95
36,2019-08-02 11:35:00,Curry - Chicken,1,7.95
36,2019-08-02 11:35:00,Bombay Aloo,2,5.95
36,2019-08-02 11:35:00,Muttar Paneer,1,5.95
36,2019-08-02 11:35:00,Plain Naan,4,2.6
36,2019-08-02 11:35:00,Pilau Rice,4,2.95
36,2019-08-02 11:35:00,Keema Rice,1,3.95
36,2019-08-02 11:35:00,Aloo Chaat,1,4.95
36,2019-08-02 11:35:00,Chicken Balti,1,9.95
36,2019-08-02 11:35:00,Chicken Shashlick,1,9.95
36,2019-08-02 11:35:00,Vegetable Balti,1,9.95
36,2019-08-02 11:35:00,Cauliflower Bhajee,1,5.95
36,2019-08-02 11:35:00,Vindaloo - Chicken,1,7.95
37,2019-08-01 20:42:00,Butter Chicken,1,9.95
37,2019-08-01 20:42:00,Prawn Balti,1,10.95
38,2019-08-01 19:51:00,Tandoori Chicken Masala,1,8.95
38,2019-08-01 19:51:00,Curry - Chicken,1,7.95
38,2019-08-01 19:51:00,Aloo Gobi,1,5.95
38,2019-08-01 19:51:00,Plain Naan,1,2.6
38,2019-08-01 19:51:00,Pilau Rice,1,2.95
38,2019-08-01 19:51:00,Plain Papadum,1,0.8
38,2019-08-01 19:51:00,Red Sauce,1,0.5
38,2019-08-01 19:51:00,Mango Chutney,1,0.5
38,2019-08-01 19:51:00,Mixed Starter,1,5.95
39,2019-08-01 19:16:00,Madras - Lamb,1,7.95
39,2019-08-01 19:16:00,Mushroom Rice,1,3.95
39,2019-08-01 19:16:00,French Fries,1,3.95
39,2019-08-01 19:16:00,Korma - Chicken,2,8.95
39,2019-08-01 19:16:00,Plain Naan,1,2.6
39,2019-08-01 19:16:00,Garlic Naan,1,2.95
40,2019-08-01 18:45:00,Plain Papadum,4,0.8
40,2019-08-01 18:45:00,Pathia - Chicken Tikka,2,8.95
40,2019-08-01 18:45:00,COBRA ( LARGE ),1,5.95
40,2019-08-01 18:45:00,House white wine 75cl,1,17.95
40,2019-08-01 18:45:00,Pilau Rice,2,2.95
41,2019-08-01 18:41:00,Lamb Tikka,1,4.95
41,2019-08-01 18:41:00,Lime Pickle,1,0.5
41,2019-08-01 18:41:00,Onion Chutney,1,0.5
41,2019-08-01 18:41:00,Plain Rice,1,2.95
41,2019-08-01 18:41:00,King Prawn Shaslick,1,12.95
41,2019-08-01 18:41:00,COBRA ( LARGE ),2,5.95
42,2019-08-01 18:21:00,Chicken Tikka Biryani,1,10.95
42,2019-08-01 18:21:00,Stuffed Paratha,1,3.95
42,2019-08-01 18:21:00,Meat Samosa,1,3.95
43,2019-08-01 18:02:00,Plain Rice,1,2.95
43,2019-08-01 18:02:00,Plain Naan,2,2.6
43,2019-08-01 18:02:00,Mixed Vegetable Curry,1,5.95
43,2019-08-01 18:02:00,Aloo Gobi,1,5.95
43,2019-08-01 18:02:00,Curry Sauce,1,3.95
43,2019-08-01 18:02:00,Mango Chutney,1,0.5
43,2019-08-01 18:02:00,Raitha,1,2.95
44,2019-08-01 17:59:00,Madras - Chicken,1,7.95
44,2019-08-01 17:59:00,Plain Naan,1,2.6
44,2019-08-01 17:59:00,Bottle Diet Coke,1,2.95
44,2019-08-01 17:59:00,Plain Rice,1,2.95
45,2019-08-01 17:34:00,Bombay Aloo,1,5.95
45,2019-08-01 17:34:00,Chicken Tikka Jalfrezi,1,8.95
45,2019-08-01 17:34:00,Mushroom Rice,1,3.95
45,2019-08-01 17:34:00,Plain Papadum,2,0.8
46,2019-08-01 13:33:00,Cauliflower Bhajee,1,5.95
46,2019-08-01 13:33:00,Dhansak - Chicken,1,8.95
46,2019-08-01 13:33:00,Tarka Dall,2,5.95
46,2019-08-01 13:33:00,Saag Dall,1,5.95
47,2019-08-01 12:33:00,Vindaloo - Chicken,2,7.95
47,2019-08-01 12:33:00,Special Fried Rice,1,3.95
47,2019-08-01 12:33:00,Plain Naan,1,2.6
47,2019-08-01 12:33:00,Bombay Aloo,1,5.95
48,2019-07-31 21:10:00,Lamb Biryani,1,9.95
48,2019-07-31 21:10:00,Chicken Biryani,1,9.95
48,2019-07-31 21:10:00,Bombay Aloo,1,5.95
48,2019-07-31 21:10:00,Peshwari Naan,1,2.95
49,2019-07-31 20:35:00,Dhansak - Lamb,1,8.95
49,2019-07-31 20:35:00,Korma - Chicken,1,8.95
49,2019-07-31 20:35:00,Plain Naan,1,2.6
49,2019-07-31 20:35:00,Pilau Rice,1,2.95
50,2019-07-31 20:11:00,Pilau Rice,2,2.95
50,2019-07-31 20:11:00,Chicken Tikka Masala,2,8.95
50,2019-07-31 20:11:00,Madras - Chicken Tikka,1,7.95
50,2019-07-31 20:11:00,Onion Bhajee,2,3.95
51,2019-07-31 20:05:00,Chicken Tikka Jalfrezi,1,8.95
51,2019-07-31 20:05:00,Pilau Rice,1,2.95
51,2019-07-31 20:05:00,Plain Naan,1,2.6
51,2019-07-31 20:05:00,Green Salad,1,2.95
52,2019-07-31 19:54:00,Sheek Kebab,1,4.95
52,2019-07-31 19:54:00,Vegetable Biryani,1,9.95
52,2019-07-31 19:54:00,Aloo Chaat,1,4.95
52,2019-07-31 19:54:00,Madras - King Prawn,1,11.95
52,2019-07-31 19:54:00,Pilau Rice,2,2.95
52,2019-07-31 19:54:00,Butter Chicken,1,9.95
52,2019-07-31 19:54:00,Plain Papadum,1,0.8
53,2019-07-31 19:35:00,Chicken Tikka Masala,1,8.95
53,2019-07-31 19:35:00,Plain Naan,5,2.6
53,2019-07-31 19:35:00,Rogon - Chicken,1,8.95
53,2019-07-31 19:35:00,Chicken Tikka (Main),1,8.95
53,2019-07-31 19:35:00,Madras - Chicken Tikka,2,7.95
53,2019-07-31 19:35:00,Garlic Naan,1,2.95
53,2019-07-31 19:35:00,Bombay Aloo,1,5.95
53,2019-07-31 19:35:00,Saag Aloo,1,5.95
53,2019-07-31 19:35:00,French Fries,1,3.95
53,2019-07-31 19:35:00,Pilau Rice,2,2.95
53,2019-07-31 19:35:00,Onion Bhajee,3,3.95
54,2019-07-31 19:31:00,Plain Papadum,4,0.8
54,2019-07-31 19:31:00,Mint Sauce,1,0.5
54,2019-07-31 19:31:00,Chicken Tikka Karahi,1,9.95
54,2019-07-31 19:31:00,Mushroom Bhajee,1,5.95
54,2019-07-31 19:31:00,Plain Rice,2,2.95
55,2019-07-31 19:17:00,Chicken Tikka,1,3.95
55,2019-07-31 19:17:00,Royal Paneer,1,5.95
55,2019-07-31 19:17:00,Garlic Naan,1,2.95
55,2019-07-31 19:17:00,Bottle Diet Coke,1,2.95
56,2019-07-31 19:05:00,Korma - Chicken,1,8.95
56,2019-07-31 19:05:00,Peshwari Naan,1,2.95
56,2019-07-31 19:05:00,Lemon Rice,1,3.95
56,2019-07-31 19:05:00,Mushroom Rice,1,3.95
56,2019-07-31 19:05:00,Lamb Sylhet,1,9.95
57,2019-07-31 19:02:00,Spicy Papadum,2,0.8
57,2019-07-31 19:02:00,Red Sauce,1,0.5
57,2019-07-31 19:02:00,Plain Rice,1,2.95
57,2019-07-31 19:02:00,Dupiaza - Chicken Tikka,1,8.95
57,2019-07-31 19:02:00,Chapati,1,1.95
58,2019-07-31 18:58:00,Saag - Chicken,1,8.95
58,2019-07-31 18:58:00,Saag Paneer,1,5.95
58,2019-07-31 18:58:00,Saag Rice,1,3.95
59,2019-07-31 18:50:00,Sheek Kebab,1,4.95
59,2019-07-31 18:50:00,Plain Papadum,3,0.8
59,2019-07-31 18:50:00,Lamb Tikka Masala,1,8.95
59,2019-07-31 18:50:00,Pilau Rice,1,2.95
59,2019-07-31 18:50:00,Keema Naan,1,2.95
59,2019-07-31 18:50:00,French Fries,1,3.95
60,2019-07-31 17:16:00,Keema Rice,1,3.95
60,2019-07-31 17:16:00,Bombay Aloo,1,5.95
60,2019-07-31 17:16:00,Madras - Lamb,1,7.95
61,2019-07-31 13:55:00,Lamb Biryani,1,9.95
61,2019-07-31 13:55:00,Lamb Tikka Chilli Masala,1,8.95
61,2019-07-31 13:55:00,Garlic Naan,1,2.95
62,2019-07-30 21:05:00,Paneer Tikka Sizzler,1,9.95
62,2019-07-30 21:05:00,Vindaloo Sauce,1,3.95
62,2019-07-30 21:05:00,Plain Rice,1,2.95
62,2019-07-30 21:05:00,French Fries,1,3.95
63,2019-07-30 20:10:00,Chicken Mysore,1,9.95
63,2019-07-30 20:10:00,Garlic Naan,3,2.95
63,2019-07-30 20:10:00,Lamb Chilli Garlic,1,9.95
64,2019-07-30 19:55:00,Aloo Chaat,1,4.95
64,2019-07-30 19:55:00,Tandoori Mixed Grill,1,11.95
64,2019-07-30 19:55:00,Tandoori Roti,1,2.6
65,2019-07-30 18:43:00,King Prawn Puree,1,5.95
65,2019-07-30 18:43:00,Plain Papadum,1,0.8
65,2019-07-30 18:43:00,Chicken Shashlick,1,9.95
65,2019-07-30 18:43:00,Bhindi Bhajee,1,5.95
65,2019-07-30 18:43:00,Dhansak Sauce,1,3.95
66,2019-07-30 18:43:00,Onion Bhajee,2,3.95
66,2019-07-30 18:43:00,Tarka Dall,1,5.95
66,2019-07-30 18:43:00,Saag Paneer,1,5.95
66,2019-07-30 18:43:00,Baingan Hari Mirch,1,5.95
67,2019-07-30 18:38:00,Madras - Chicken,1,7.95
67,2019-07-30 18:38:00,Lemon Rice,1,3.95
67,2019-07-30 18:38:00,Spicy Papadum,1,0.8
67,2019-07-30 18:38:00,French Fries,1,3.95
68,2019-07-30 18:33:00,Mint Sauce,1,0.5
68,2019-07-30 18:33:00,Lime Pickle,1,0.5
69,2019-07-30 18:01:00,Mango Chutney,2,0.5
70,2019-07-30 17:35:00,Red Sauce,1,0.5
71,2019-07-30 17:00:00,Onion Chutney,1,0.5
71,2019-07-30 17:00:00,Red Sauce,1,0.5
72,2019-07-29 22:21:00,Red Sauce,1,0.5
73,2019-07-29 20:03:00,Mango Chutney,1,0.5
74,2019-07-29 17:20:00,Mint Sauce,1,0.5
75,2019-07-28 20:00:00,Mango Chutney,1,0.5
75,2019-07-28 20:00:00,Mint Sauce,1,0.5
75,2019-07-28 20:00:00,Onion Chutney,1,0.5
76,2019-07-28 19:29:00,Onion Chutney,1,0.5
77,2019-07-28 19:29:00,Mango Chutney,1,0.5
77,2019-07-28 19:29:00,Mint Sauce,1,0.5
78,2019-07-28 17:58:00,Mango Chutney,1,0.5
78,2019-07-28 17:58:00,Mint Sauce,1,0.5
79,2019-07-28 17:41:00,Mango Chutney,1,0.5
80,2019-07-28 17:10:00,Mango Chutney,1,0.5
81,2019-07-27 20:28:00,Mango Chutney,1,0.5
81,2019-07-27 20:28:00,Mint Sauce,1,0.5
82,2019-07-27 19:49:00,Mango Chutney,2,0.5
82,2019-07-27 19:49:00,Lime Pickle,1,0.5
83,2019-07-27 19:36:00,Mango Chutney,1,0.5
84,2019-07-27 19:35:00,Mint Sauce,1,0.5
84,2019-07-27 19:35:00,Red Sauce,1,0.5
85,2019-07-27 19:35:00,Mint Sauce,1,0.5
85,2019-07-27 19:35:00,Mango Chutney,1,0.5
86,2019-07-27 19:23:00,Mint Sauce,2,0.5
87,2019-07-27 18:56:00,Mango Chutney,1,0.5
87,2019-07-27 18:56:00,Mint Sauce,1,0.5
88,2019-07-27 18:18:00,Mango Chutney,1,0.5
89,2019-07-27 18:11:00,Mango Chutney,1,0.5
90,2019-07-27 18:01:00,Mint Sauce,1,0.5
90,2019-07-27 18:01:00,Mango Chutney,1,0.5
91,2019-07-27 16:55:00,Onion Chutney,2,0.5
91,2019-07-27 16:55:00,Red Sauce,2,0.5
91,2019-07-27 16:55:00,Mint Sauce,2,0.5
91,2019-07-27 16:55:00,Mango Chutney,1,0.5
91,2019-07-27 16:55:00,Lime Pickle,1,0.5
92,2019-07-26 20:42:00,Mint Sauce,1,0.5
93,2019-07-26 19:51:00,Mango Chutney,1,0.5
94,2019-07-26 19:42:00,Mango Chutney,1,0.5
94,2019-07-26 19:42:00,Red Sauce,1,0.5
95,2019-07-26 19:42:00,Red Sauce,1,0.5
95,2019-07-26 19:42:00,Mango Chutney,1,0.5
95,2019-07-26 19:42:00,Mint Sauce,1,0.5
96,2019-07-26 19:33:00,Red Sauce,1,0.5
96,2019-07-26 19:33:00,Mango Chutney,1,0.5
96,2019-07-26 19:33:00,Mint Sauce,1,0.5
97,2019-07-26 19:12:00,Mint Sauce,1,0.5
97,2019-07-26 19:12:00,Red Sauce,1,0.5
98,2019-07-26 18:32:00,Mango Chutney,1,0.5
99,2019-07-26 18:14:00,Mango Chutney,1,0.5
99,2019-07-26 18:14:00,Lime Pickle,1,0.5
100,2019-07-26 17:56:00,Mango Chutney,1,0.5
101,2019-07-26 17:46:00,Mint Sauce,2,0.5
101,2019-07-26 17:46:00,Onion Chutney,1,0.5
101,2019-07-26 17:46:00,Red Sauce,1,0.5
101,2019-07-26 17:46:00,Lime Pickle,1,0.5
102,2019-07-25 19:51:00,Onion Chutney,1,0.5
102,2019-07-25 19:51:00,Red Sauce,1,0.5
103,2019-07-25 19:50:00,Mango Chutney,2,0.5
104,2019-07-25 19:11:00,Mint Sauce,1,0.5
104,2019-07-25 19:11:00,Mango Chutney,1,0.5
105,2019-07-25 17:23:00,Lime Pickle,1,0.5
106,2019-07-24 23:08:00,Mango Chutney,1,0.5
106,2019-07-24 23:08:00,Mint Sauce,1,0.5
106,2019-07-24 23:08:00,Onion Chutney,1,0.5
107,2019-07-23 21:30:00,Mint Sauce,1,0.5
108,2019-07-23 19:54:00,Mango Chutney,2,0.5
109,2019-07-23 19:26:00,Red Sauce,1,0.5
109,2019-07-23 19:26:00,Mint Sauce,1,0.5
110,2019-07-22 20:14:00,Onion Chutney,1,0.5
110,2019-07-22 20:14:00,Mint Sauce,1,0.5
110,2019-07-22 20:14:00,Red Sauce,1,0.5
111,2019-07-21 18:55:00,Mango Chutney,2,0.5
111,2019-07-21 18:55:00,Mint Sauce,1,0.5
112,2019-07-21 18:47:00,Mango Chutney,1,0.5
113,2019-07-21 17:26:00,Onion Chutney,1,0.5
114,2019-07-21 14:36:00,Lime Pickle,1,0.5
115,2019-07-20 21:17:00,Red Sauce,1,0.5
116,2019-07-20 20:15:00,Mango Chutney,1,0.5
117,2019-07-20 19:47:00,Mango Chutney,1,0.5
117,2019-07-20 19:47:00,Mint Sauce,1,0.5
118,2019-07-20 19:04:00,Mint Sauce,1,0.5
118,2019-07-20 19:04:00,Onion Chutney,1,0.5
119,2019-07-20 19:04:00,Mint Sauce,1,0.5
119,2019-07-20 19:04:00,Onion Chutney,1,0.5
120,2019-07-20 18:58:00,Mango Chutney,1,0.5
121,2019-07-20 18:45:00,Mango Chutney,2,0.5
122,2019-07-20 18:41:00,Mango Chutney,1,0.5
122,2019-07-20 18:41:00,Mint Sauce,1,0.5
